client_id;dt;total_add_count;total_click_count;total_view_count
2750455;19.06.2024;0;0;1
2749647;19.06.2024;0;0;2
2749637;19.06.2024;0;0;2
2749592;19.06.2024;0;0;3
2749260;19.06.2024;0;0;1
2749201;19.06.2024;0;0;1
2749030;19.06.2024;0;0;1
2748581;19.06.2024;0;0;2
2747835;19.06.2024;0;0;1
2747657;19.06.2024;0;0;1
2746877;19.06.2024;0;0;1
2746831;19.06.2024;0;0;2
2746752;19.06.2024;0;0;2
2746702;19.06.2024;0;0;4
2746485;19.06.2024;0;0;3
2746384;19.06.2024;0;2;5
2746298;19.06.2024;0;0;2
2745577;19.06.2024;0;0;3
2745527;19.06.2024;0;0;3
2745350;19.06.2024;0;0;4
2744656;19.06.2024;0;0;5
2744561;19.06.2024;0;0;1
2744373;19.06.2024;0;0;2
2744111;19.06.2024;0;0;3
2743628;19.06.2024;0;0;1
2742630;19.06.2024;0;0;4
2742604;19.06.2024;0;0;1
2742311;19.06.2024;0;0;2
2742027;19.06.2024;0;0;3
2741995;19.06.2024;0;2;3
2741980;19.06.2024;0;0;1
2741956;19.06.2024;0;0;3
2741588;19.06.2024;0;0;2
2741001;19.06.2024;0;0;2
2740800;19.06.2024;0;0;1
2739867;19.06.2024;0;0;2
2739202;19.06.2024;0;2;1
2738541;19.06.2024;0;0;1
2738279;19.06.2024;0;0;1
2738226;19.06.2024;0;0;1
2737834;19.06.2024;0;0;1
2737360;19.06.2024;0;0;2
2737035;19.06.2024;0;0;2
2736951;19.06.2024;0;0;2
2736730;19.06.2024;0;0;4
2736672;19.06.2024;0;0;4
2736567;19.06.2024;0;0;2
2736075;19.06.2024;0;0;1
2735879;19.06.2024;0;0;7
2735764;19.06.2024;0;0;2
2735696;19.06.2024;0;0;1
2735489;19.06.2024;0;0;1
2735296;19.06.2024;0;3;3
2734807;19.06.2024;0;0;1
2734264;19.06.2024;0;0;10
2733601;19.06.2024;0;0;7
2732755;19.06.2024;0;0;1
2731910;19.06.2024;0;0;1
2731906;19.06.2024;0;3;1
2731731;19.06.2024;0;0;4
2731667;19.06.2024;0;0;1
2731620;19.06.2024;0;0;2
2731499;19.06.2024;0;0;1
2731102;19.06.2024;0;0;1
2730743;19.06.2024;0;0;1
2730278;19.06.2024;0;0;2
2730130;19.06.2024;0;0;2
2729532;19.06.2024;0;0;4
2729447;19.06.2024;0;0;2
2728998;19.06.2024;0;0;3
2728879;19.06.2024;0;0;1
2728589;19.06.2024;0;0;2
2728097;19.06.2024;0;0;2
2728081;19.06.2024;0;0;2
2728017;19.06.2024;0;0;2
2727987;19.06.2024;0;0;1
2727585;19.06.2024;0;0;4
2727572;19.06.2024;0;0;4
2727451;19.06.2024;0;0;1
2727399;19.06.2024;0;0;1
2727149;19.06.2024;0;0;3
2727016;19.06.2024;0;0;1
2726296;19.06.2024;0;0;3
2726080;19.06.2024;0;0;4
2725141;19.06.2024;0;0;3
2725105;19.06.2024;0;0;1
2724813;19.06.2024;0;0;4
2724724;19.06.2024;0;0;2
2724406;19.06.2024;0;0;1
2724212;19.06.2024;0;0;2
2723540;19.06.2024;0;0;2
2723425;19.06.2024;0;0;1
2723158;19.06.2024;0;0;3
2723077;19.06.2024;0;0;1
2722840;19.06.2024;0;0;2
2722838;19.06.2024;0;0;6
2722778;19.06.2024;0;0;15
2722747;19.06.2024;0;0;1
2722491;19.06.2024;0;0;1
2722439;19.06.2024;0;0;5
2722391;19.06.2024;0;0;2
2722189;19.06.2024;0;0;2
2722125;19.06.2024;0;0;3
2721903;19.06.2024;0;0;3
2721273;19.06.2024;0;0;1
2720148;19.06.2024;0;0;4
2719486;19.06.2024;0;0;1
2719183;19.06.2024;0;0;5
2718426;19.06.2024;0;2;1
2717888;19.06.2024;0;0;3
2717886;19.06.2024;0;0;2
2717634;19.06.2024;0;0;1
2717181;19.06.2024;0;0;1
2716881;19.06.2024;0;0;1
2716564;19.06.2024;0;0;1
2716554;19.06.2024;0;0;3
2716530;19.06.2024;0;0;4
2716452;19.06.2024;0;0;2
2716156;19.06.2024;0;0;1
2716130;19.06.2024;0;0;1
2715999;19.06.2024;0;0;1
2715996;19.06.2024;0;0;2
2714937;19.06.2024;0;0;4
2713716;19.06.2024;0;2;0
2713372;19.06.2024;0;0;1
2712695;19.06.2024;0;0;1
2712387;19.06.2024;0;0;2
2712193;19.06.2024;0;0;1
2712129;19.06.2024;0;0;1
2711233;19.06.2024;0;0;1
2710811;19.06.2024;0;0;1
2710716;19.06.2024;0;0;6
2709852;19.06.2024;0;1;1
2709833;19.06.2024;0;0;1
2709774;19.06.2024;0;0;3
2708501;19.06.2024;0;0;1
2708216;19.06.2024;0;0;2
2707926;19.06.2024;0;0;1
2707625;19.06.2024;0;0;4
2707568;19.06.2024;0;0;1
2707423;19.06.2024;0;0;1
2707365;19.06.2024;0;0;2
2706990;19.06.2024;0;0;1
2706863;19.06.2024;0;2;1
2706792;19.06.2024;0;0;1
2706327;19.06.2024;0;0;3
2705895;19.06.2024;0;0;4
2705314;19.06.2024;0;0;1
2705044;19.06.2024;0;0;2
2704925;19.06.2024;0;0;3
2704319;19.06.2024;0;0;2
2704041;19.06.2024;0;0;2
2703795;19.06.2024;0;0;1
2703768;19.06.2024;0;0;2
2703366;19.06.2024;0;0;2
2703177;19.06.2024;0;0;1
2703138;19.06.2024;0;4;7
2702787;19.06.2024;0;2;1
2702579;19.06.2024;0;0;2
2701915;19.06.2024;0;0;3
2701754;19.06.2024;0;0;1
2701441;19.06.2024;0;0;2
2701320;19.06.2024;0;0;2
2700687;19.06.2024;0;0;6
2700280;19.06.2024;0;0;2
2699905;19.06.2024;0;0;1
2699811;19.06.2024;0;0;4
2698389;19.06.2024;0;0;1
2698362;19.06.2024;0;0;1
2697732;19.06.2024;0;0;1
2697645;19.06.2024;0;0;4
2697529;19.06.2024;0;0;4
2697354;19.06.2024;0;0;1
2697261;19.06.2024;0;0;3
2696989;19.06.2024;0;0;1
2696356;19.06.2024;0;0;1
2694026;19.06.2024;0;1;0
2693905;19.06.2024;0;0;1
2693253;19.06.2024;0;0;1
2693190;19.06.2024;0;0;2
2692805;19.06.2024;0;0;3
2692136;19.06.2024;0;0;4
2691734;19.06.2024;0;0;1
2691635;19.06.2024;0;0;2
2691339;19.06.2024;0;1;0
2691260;19.06.2024;0;0;1
2691172;19.06.2024;0;0;1
2690827;19.06.2024;0;0;1
2690377;19.06.2024;0;0;1
2689965;19.06.2024;0;0;1
2689913;19.06.2024;0;0;5
2689805;19.06.2024;0;0;2
2689783;19.06.2024;0;0;1
2689206;19.06.2024;0;0;2
2688745;19.06.2024;0;0;1
2688654;19.06.2024;0;0;2
2688464;19.06.2024;0;0;3
2687639;19.06.2024;0;0;4
2687337;19.06.2024;0;0;2
2687303;19.06.2024;0;0;1
2686795;19.06.2024;0;0;1
2686190;19.06.2024;0;0;2
2686163;19.06.2024;0;0;1
2686132;19.06.2024;0;0;1
2685457;19.06.2024;0;0;2
2684504;19.06.2024;0;0;1
2684016;19.06.2024;0;0;3
2683526;19.06.2024;0;0;1
2683381;19.06.2024;0;0;2
2683281;19.06.2024;0;0;3
2682943;19.06.2024;0;0;1
2682635;19.06.2024;0;0;3
2682145;19.06.2024;0;0;1
2681388;19.06.2024;0;0;1
2681306;19.06.2024;0;0;2
2681166;19.06.2024;0;0;1
2681093;19.06.2024;0;0;1
2680963;19.06.2024;0;0;1
2680809;19.06.2024;0;0;4
2680770;19.06.2024;0;0;1
2680030;19.06.2024;0;0;1
2680018;19.06.2024;0;0;2
2678208;19.06.2024;0;0;3
2677865;19.06.2024;0;0;1
2677661;19.06.2024;0;0;2
2676425;19.06.2024;0;0;2
2676328;19.06.2024;0;0;4
2676199;19.06.2024;0;0;2
2676149;19.06.2024;0;0;2
2676012;19.06.2024;0;0;1
2675376;19.06.2024;0;0;2
2675121;19.06.2024;0;1;5
2674000;19.06.2024;0;0;2
2673412;19.06.2024;0;0;5
2673303;19.06.2024;0;0;7
2673214;19.06.2024;0;0;1
2672962;19.06.2024;0;0;1
2672444;19.06.2024;0;0;1
2672193;19.06.2024;0;0;2
2672009;19.06.2024;0;0;3
2671306;19.06.2024;0;0;1
2671058;19.06.2024;0;0;2
2670868;19.06.2024;0;1;0
2670375;19.06.2024;0;2;2
2670203;19.06.2024;0;0;1
2669499;19.06.2024;0;0;1
2669187;19.06.2024;0;0;1
2668965;19.06.2024;0;0;1
2668180;19.06.2024;0;0;2
2667393;19.06.2024;0;0;2
2667183;19.06.2024;0;1;4
2667182;19.06.2024;0;0;3
2666768;19.06.2024;0;3;0
2666767;19.06.2024;0;0;3
2666576;19.06.2024;0;0;1
2666449;19.06.2024;0;0;1
2666190;19.06.2024;0;0;2
2665910;19.06.2024;0;0;1
2665636;19.06.2024;0;3;3
2665387;19.06.2024;0;0;4
2664999;19.06.2024;0;0;2
2664624;19.06.2024;0;0;2
2663923;19.06.2024;0;0;3
2663860;19.06.2024;0;0;1
2663120;19.06.2024;0;1;0
2662862;19.06.2024;0;0;2
2662052;19.06.2024;0;0;2
2661866;19.06.2024;0;0;1
2661475;19.06.2024;0;0;1
2661305;19.06.2024;0;0;4
2661282;19.06.2024;0;0;4
2660707;19.06.2024;0;0;2
2660458;19.06.2024;0;0;3
2660080;19.06.2024;0;0;1
2659487;19.06.2024;0;0;4
2659428;19.06.2024;0;0;1
2659320;19.06.2024;0;0;2
2659239;19.06.2024;0;0;1
2658382;19.06.2024;0;0;3
2658320;19.06.2024;0;0;3
2658205;19.06.2024;0;0;1
2658106;19.06.2024;0;0;1
2658011;19.06.2024;0;0;1
2657296;19.06.2024;0;0;1
2657114;19.06.2024;0;0;3
2656051;19.06.2024;0;2;2
2655962;19.06.2024;0;0;1
2655572;19.06.2024;0;0;1
2655250;19.06.2024;0;0;5
2654841;19.06.2024;0;2;2
2654611;19.06.2024;0;0;4
2654188;19.06.2024;0;0;3
2653869;19.06.2024;0;0;4
2652811;19.06.2024;0;0;2
2652266;19.06.2024;0;0;1
2652207;19.06.2024;0;0;3
2651986;19.06.2024;0;0;1
2651787;19.06.2024;0;0;1
2651251;19.06.2024;0;0;2
2651070;19.06.2024;0;0;5
2651044;19.06.2024;0;0;2
2651033;19.06.2024;0;0;2
2650547;19.06.2024;0;0;3
2649875;19.06.2024;0;0;2
2649729;19.06.2024;0;0;3
2649655;19.06.2024;0;0;1
2649280;19.06.2024;0;0;1
2648916;19.06.2024;0;0;3
2648238;19.06.2024;0;0;2
2647602;19.06.2024;0;0;1
2647528;19.06.2024;0;0;6
2647076;19.06.2024;0;0;1
2646999;19.06.2024;0;0;1
2646523;19.06.2024;0;0;2
2646208;19.06.2024;0;0;4
2646045;19.06.2024;0;0;1
2645949;19.06.2024;0;0;4
2645864;19.06.2024;0;0;1
2645459;19.06.2024;0;0;1
2644975;19.06.2024;0;1;0
2644755;19.06.2024;0;0;3
2643930;19.06.2024;0;0;1
2643700;19.06.2024;0;0;1
2643694;19.06.2024;0;0;1
2642863;19.06.2024;0;0;5
2642715;19.06.2024;0;0;4
2642201;19.06.2024;0;3;3
2642112;19.06.2024;0;0;1
2641848;19.06.2024;0;0;1
2641382;19.06.2024;0;0;1
2641276;19.06.2024;0;0;1
2641072;19.06.2024;0;0;3
2640610;19.06.2024;0;0;2
2640299;19.06.2024;0;0;3
2640112;19.06.2024;0;0;2
2639656;19.06.2024;0;1;2
2639236;19.06.2024;0;0;3
2638524;19.06.2024;0;0;1
2638138;19.06.2024;0;0;1
2637004;19.06.2024;0;0;4
2636992;19.06.2024;0;0;1
2636349;19.06.2024;0;1;1
2635560;19.06.2024;0;0;1
2635529;19.06.2024;0;0;1
2635140;19.06.2024;0;0;1
2634856;19.06.2024;0;0;2
2634284;19.06.2024;0;0;3
2633884;19.06.2024;0;0;1
2633489;19.06.2024;0;0;1
2633076;19.06.2024;0;0;1
2632688;19.06.2024;0;0;1
2632473;19.06.2024;0;0;1
2632187;19.06.2024;0;0;1
2632061;19.06.2024;0;0;1
2631710;19.06.2024;0;0;2
2631606;19.06.2024;0;0;1
2630623;19.06.2024;0;0;1
2629838;19.06.2024;0;0;1
2629831;19.06.2024;0;0;2
2629722;19.06.2024;0;0;1
2629136;19.06.2024;0;0;1
2629027;19.06.2024;0;0;1
2628275;19.06.2024;0;0;1
2628069;19.06.2024;0;0;1
2627317;19.06.2024;0;0;2
2627059;19.06.2024;0;0;2
2626649;19.06.2024;0;1;5
2626408;19.06.2024;0;0;1
2625686;19.06.2024;0;0;1
2625150;19.06.2024;0;0;1
2625110;19.06.2024;0;1;2
2624729;19.06.2024;0;0;1
2624508;19.06.2024;0;0;1
2624298;19.06.2024;0;0;1
2624196;19.06.2024;0;0;3
2623966;19.06.2024;0;0;3
2623650;19.06.2024;0;0;1
2623243;19.06.2024;0;0;2
2622552;19.06.2024;0;0;3
2622270;19.06.2024;0;0;1
2622115;19.06.2024;0;0;1
2621837;19.06.2024;0;0;1
2621799;19.06.2024;0;0;1
2621597;19.06.2024;0;0;1
2620388;19.06.2024;0;0;3
2620249;19.06.2024;0;0;2
2619882;19.06.2024;0;0;2
2619713;19.06.2024;0;0;2
2619669;19.06.2024;0;0;3
2619608;19.06.2024;0;0;7
2619382;19.06.2024;0;0;1
2619081;19.06.2024;0;0;1
2618198;19.06.2024;0;0;1
2617891;19.06.2024;0;0;2
2617771;19.06.2024;0;0;1
2617157;19.06.2024;0;0;7
2616520;19.06.2024;0;0;1
2616412;19.06.2024;0;0;2
2616240;19.06.2024;0;0;2
2615970;19.06.2024;0;0;1
2615543;19.06.2024;0;0;2
2615520;19.06.2024;0;0;1
2615408;19.06.2024;0;0;2
2615202;19.06.2024;0;0;2
2615112;19.06.2024;0;0;2
2614374;19.06.2024;0;0;2
2614194;19.06.2024;0;0;2
2613962;19.06.2024;0;0;2
2613672;19.06.2024;0;0;1
2613357;19.06.2024;0;0;3
2613126;19.06.2024;0;0;2
2613056;19.06.2024;0;0;1
2612987;19.06.2024;0;0;4
2612971;19.06.2024;0;0;1
2612669;19.06.2024;0;0;1
2612627;19.06.2024;0;0;3
2611628;19.06.2024;0;0;3
2611275;19.06.2024;0;0;2
2611158;19.06.2024;0;0;5
2610388;19.06.2024;0;0;1
2610278;19.06.2024;0;0;2
2609592;19.06.2024;0;0;2
2609262;19.06.2024;0;0;1
2608851;19.06.2024;0;0;3
2608124;19.06.2024;0;0;2
2607956;19.06.2024;0;0;1
2607858;19.06.2024;0;0;2
2607681;19.06.2024;0;0;1
2607055;19.06.2024;0;0;1
2607043;19.06.2024;0;0;3
2606887;19.06.2024;0;0;1
2606457;19.06.2024;0;0;2
2606345;19.06.2024;0;2;0
2606334;19.06.2024;0;0;1
2605485;19.06.2024;0;0;3
2605459;19.06.2024;0;0;2
2605111;19.06.2024;0;0;1
2605106;19.06.2024;0;1;6
2604278;19.06.2024;0;0;3
2603802;19.06.2024;0;0;1
2603559;19.06.2024;0;0;1
2603480;19.06.2024;0;0;7
2603465;19.06.2024;0;0;2
2603216;19.06.2024;0;0;2
2603160;19.06.2024;0;0;1
2603024;19.06.2024;0;0;1
2602881;19.06.2024;0;0;2
2602484;19.06.2024;0;0;1
2602065;19.06.2024;0;0;1
2601505;19.06.2024;0;0;1
2601486;19.06.2024;0;0;2
2601435;19.06.2024;0;0;1
2601177;19.06.2024;0;0;3
2601112;19.06.2024;0;0;1
2601109;19.06.2024;0;0;2
2600312;19.06.2024;0;0;2
2600279;19.06.2024;0;0;2
2600110;19.06.2024;0;0;1
2600009;19.06.2024;0;0;2
2599014;19.06.2024;0;0;2
2597835;19.06.2024;0;0;4
2597587;19.06.2024;0;0;5
2597519;19.06.2024;0;0;3
2597117;19.06.2024;0;0;1
2597103;19.06.2024;0;0;1
2596522;19.06.2024;0;0;2
2596237;19.06.2024;0;0;2
2596002;19.06.2024;0;0;1
2595859;19.06.2024;0;0;2
2595835;19.06.2024;0;0;3
2595788;19.06.2024;0;0;1
2595784;19.06.2024;0;0;7
2595094;19.06.2024;0;0;3
2594815;19.06.2024;0;0;1
2594732;19.06.2024;0;0;1
2594353;19.06.2024;0;0;4
2593870;19.06.2024;0;0;1
2593097;19.06.2024;0;0;1
2592627;19.06.2024;0;0;1
2592596;19.06.2024;0;0;1
2592547;19.06.2024;0;0;3
2592347;19.06.2024;0;0;1
2592062;19.06.2024;0;0;1
2591921;19.06.2024;0;0;2
2591819;19.06.2024;0;2;0
2591814;19.06.2024;0;0;1
2591763;19.06.2024;0;0;2
2591628;19.06.2024;0;0;3
2591068;19.06.2024;0;0;2
2590714;19.06.2024;0;0;1
2589647;19.06.2024;0;0;3
2589505;19.06.2024;0;0;2
2588976;19.06.2024;0;1;6
2588807;19.06.2024;0;0;1
2587524;19.06.2024;0;0;3
2587202;19.06.2024;0;0;3
2587011;19.06.2024;0;0;4
2586464;19.06.2024;0;0;1
2586257;19.06.2024;0;0;2
2585686;19.06.2024;0;0;2
2584880;19.06.2024;0;0;3
2584620;19.06.2024;0;0;2
2584453;19.06.2024;0;0;2
2584131;19.06.2024;0;2;3
2583982;19.06.2024;0;0;4
2583506;19.06.2024;0;0;1
2583390;19.06.2024;0;0;6
2583381;19.06.2024;0;0;1
2582920;19.06.2024;0;0;1
2582287;19.06.2024;0;0;3
2582217;19.06.2024;0;0;1
2582100;19.06.2024;0;0;1
2581624;19.06.2024;0;0;1
2581173;19.06.2024;0;0;2
2580939;19.06.2024;0;0;1
2580879;19.06.2024;0;1;0
2580793;19.06.2024;0;4;3
2580684;19.06.2024;0;0;2
2580257;19.06.2024;0;0;2
2579928;19.06.2024;0;0;1
2579742;19.06.2024;0;0;2
2579116;19.06.2024;0;0;1
2578920;19.06.2024;0;0;1
2578669;19.06.2024;0;0;3
2577906;19.06.2024;0;0;2
2577650;19.06.2024;0;2;1
2577071;19.06.2024;0;0;2
2576899;19.06.2024;0;0;1
2575932;19.06.2024;0;1;0
2575676;19.06.2024;0;0;2
2574962;19.06.2024;0;0;1
2574200;19.06.2024;0;0;2
2574146;19.06.2024;0;3;5
2573931;19.06.2024;0;0;2
2573746;19.06.2024;0;0;1
2573282;19.06.2024;0;0;1
2573182;19.06.2024;0;0;4
2572614;19.06.2024;0;0;1
2571817;19.06.2024;0;0;7
2571689;19.06.2024;0;0;4
2571662;19.06.2024;0;0;2
2571658;19.06.2024;0;1;1
2571520;19.06.2024;0;0;5
2571245;19.06.2024;0;0;4
2570054;19.06.2024;0;0;3
2569706;19.06.2024;0;0;1
2569521;19.06.2024;0;0;1
2569204;19.06.2024;0;0;1
2568947;19.06.2024;0;0;1
2568642;19.06.2024;0;0;2
2567161;19.06.2024;0;0;2
2566427;19.06.2024;0;0;2
2565340;19.06.2024;0;0;1
2565321;19.06.2024;0;0;12
2564630;19.06.2024;0;0;2
2563846;19.06.2024;0;0;1
2563741;19.06.2024;0;0;2
2563734;19.06.2024;0;0;2
2563707;19.06.2024;0;0;1
2563646;19.06.2024;0;0;1
2563392;19.06.2024;0;0;2
2563243;19.06.2024;0;0;1
2563162;19.06.2024;0;2;4
2562882;19.06.2024;0;0;4
2561144;19.06.2024;0;0;2
2560952;19.06.2024;0;0;2
2560690;19.06.2024;0;0;2
2560640;19.06.2024;0;0;2
2560337;19.06.2024;0;0;1
2560132;19.06.2024;0;0;1
2559811;19.06.2024;0;0;1
2559448;19.06.2024;0;1;0
2559328;19.06.2024;0;0;1
2558874;19.06.2024;0;0;1
2558059;19.06.2024;0;0;1
2557968;19.06.2024;0;0;1
2557810;19.06.2024;0;0;3
2557510;19.06.2024;0;0;2
2557418;19.06.2024;0;0;3
2557132;19.06.2024;0;0;1
2556470;19.06.2024;0;0;2
2556305;19.06.2024;0;0;1
2556243;19.06.2024;0;0;3
2556054;19.06.2024;0;0;4
2556022;19.06.2024;0;0;6
2555875;19.06.2024;0;0;3
2555785;19.06.2024;0;0;1
2555711;19.06.2024;0;0;1
2555523;19.06.2024;0;0;1
2554885;19.06.2024;0;0;1
2554759;19.06.2024;0;0;2
2554480;19.06.2024;0;0;3
2554460;19.06.2024;0;0;1
2554125;19.06.2024;0;0;1
2554077;19.06.2024;0;0;2
2553975;19.06.2024;0;0;1
2553725;19.06.2024;0;0;2
2553035;19.06.2024;0;0;6
2552870;19.06.2024;0;0;1
2552504;19.06.2024;0;0;4
2552477;19.06.2024;0;0;1
2552382;19.06.2024;0;0;1
2552316;19.06.2024;0;0;1
2552042;19.06.2024;0;0;1
2551930;19.06.2024;0;0;3
2551861;19.06.2024;0;1;0
2551540;19.06.2024;0;0;1
2551403;19.06.2024;0;0;1
2550960;19.06.2024;0;0;1
2550723;19.06.2024;0;0;2
2550719;19.06.2024;0;0;1
2550021;19.06.2024;0;0;1
2548771;19.06.2024;0;0;1
2547955;19.06.2024;0;0;1
2547389;19.06.2024;0;0;1
2546929;19.06.2024;0;0;1
2546338;19.06.2024;0;0;2
2546252;19.06.2024;0;0;1
2546212;19.06.2024;0;1;5
2545650;19.06.2024;0;0;4
2545396;19.06.2024;0;0;1
2545284;19.06.2024;0;0;3
2544844;19.06.2024;0;0;2
2544731;19.06.2024;0;0;2
2544678;19.06.2024;0;0;2
2544154;19.06.2024;0;0;1
2543922;19.06.2024;0;0;2
2543765;19.06.2024;0;0;3
2543372;19.06.2024;0;0;1
2543294;19.06.2024;0;0;3
2542965;19.06.2024;0;0;2
2542921;19.06.2024;0;0;1
2542869;19.06.2024;0;0;8
2542615;19.06.2024;0;0;1
2542608;19.06.2024;0;0;1
2542499;19.06.2024;0;0;2
2541971;19.06.2024;0;0;1
2541817;19.06.2024;0;0;2
2541773;19.06.2024;0;1;1
2541394;19.06.2024;0;0;2
2540543;19.06.2024;0;0;2
2540486;19.06.2024;0;0;1
2539948;19.06.2024;0;0;2
2539941;19.06.2024;0;0;4
2539852;19.06.2024;0;0;1
2539632;19.06.2024;0;0;5
2538864;19.06.2024;0;0;1
2538790;19.06.2024;0;0;1
2538420;19.06.2024;0;0;1
2538391;19.06.2024;0;0;1
2538168;19.06.2024;0;0;3
2537545;19.06.2024;0;0;3
2537392;19.06.2024;0;0;4
2537253;19.06.2024;0;5;6
2536631;19.06.2024;0;0;3
2536442;19.06.2024;0;2;1
2536129;19.06.2024;0;0;8
2535847;19.06.2024;0;0;1
2535836;19.06.2024;0;0;1
2535192;19.06.2024;0;1;8
2535087;19.06.2024;0;0;1
2535080;19.06.2024;0;1;0
2535069;19.06.2024;0;0;1
2534525;19.06.2024;0;0;2
2534005;19.06.2024;0;0;2
2533919;19.06.2024;0;0;1
2533484;19.06.2024;0;0;5
2533271;19.06.2024;0;0;1
2532706;19.06.2024;0;1;2
2532705;19.06.2024;0;0;1
2532533;19.06.2024;0;0;1
2532525;19.06.2024;0;0;3
2532465;19.06.2024;0;0;1
2532113;19.06.2024;0;0;1
2532094;19.06.2024;0;0;3
2531967;19.06.2024;0;0;3
2531733;19.06.2024;0;0;1
2531011;19.06.2024;0;0;1
2531008;19.06.2024;0;0;2
2530939;19.06.2024;0;0;2
2530935;19.06.2024;0;0;3
2530602;19.06.2024;0;0;1
2530500;19.06.2024;0;0;2
2530434;19.06.2024;0;0;1
2530428;19.06.2024;0;0;1
2530218;19.06.2024;0;0;4
2529648;19.06.2024;0;0;2
2529087;19.06.2024;0;0;1
2528706;19.06.2024;0;0;3
2528447;19.06.2024;0;2;0
2528419;19.06.2024;0;0;1
2528408;19.06.2024;0;0;1
2527016;19.06.2024;0;0;2
2526712;19.06.2024;0;0;2
2526593;19.06.2024;0;0;1
2526062;19.06.2024;0;0;3
2525615;19.06.2024;0;0;6
2525459;19.06.2024;0;0;2
2525397;19.06.2024;0;0;1
2525292;19.06.2024;0;0;1
2525238;19.06.2024;0;0;2
2525071;19.06.2024;0;0;5
2524699;19.06.2024;0;0;1
2523105;19.06.2024;0;0;1
2522888;19.06.2024;0;0;2
2522294;19.06.2024;0;0;5
2521800;19.06.2024;0;1;4
2521719;19.06.2024;0;2;0
2521495;19.06.2024;0;0;1
2521435;19.06.2024;0;0;4
2521308;19.06.2024;0;0;2
2520676;19.06.2024;0;0;4
2520389;19.06.2024;0;0;2
2520183;19.06.2024;0;0;1
2519891;19.06.2024;0;0;3
2519630;19.06.2024;0;0;2
2518706;19.06.2024;0;0;1
2518380;19.06.2024;0;0;4
2518174;19.06.2024;0;0;4
2517964;19.06.2024;0;0;1
2517881;19.06.2024;0;0;1
2517187;19.06.2024;0;0;2
2517100;19.06.2024;0;0;2
2516987;19.06.2024;0;0;1
2516982;19.06.2024;0;0;2
2516517;19.06.2024;0;0;1
2516046;19.06.2024;0;0;1
2515704;19.06.2024;0;0;1
2515661;19.06.2024;0;0;1
2515639;19.06.2024;0;0;3
2515027;19.06.2024;0;0;5
2514969;19.06.2024;0;0;1
2514906;19.06.2024;0;0;3
2514833;19.06.2024;0;0;3
2513824;19.06.2024;0;0;4
2513160;19.06.2024;0;0;1
2512843;19.06.2024;0;1;2
2512808;19.06.2024;0;0;2
2512521;19.06.2024;0;0;1
2512478;19.06.2024;0;0;1
2512379;19.06.2024;0;0;1
2512127;19.06.2024;0;0;1
2511843;19.06.2024;0;0;5
2511247;19.06.2024;0;0;7
2511235;19.06.2024;0;0;1
2511135;19.06.2024;0;0;1
2510302;19.06.2024;0;0;2
2510179;19.06.2024;0;0;1
2510178;19.06.2024;0;0;5
2510129;19.06.2024;0;0;3
2509290;19.06.2024;0;0;4
2508861;19.06.2024;0;0;1
2508051;19.06.2024;0;0;4
2508031;19.06.2024;0;1;1
2508001;19.06.2024;0;0;1
2507902;19.06.2024;0;0;2
2507805;19.06.2024;0;0;4
2507697;19.06.2024;0;0;2
2507468;19.06.2024;0;0;1
2507269;19.06.2024;0;0;1
2507204;19.06.2024;0;0;1
2507132;19.06.2024;0;0;2
2506930;19.06.2024;0;0;2
2506400;19.06.2024;0;0;3
2506025;19.06.2024;0;0;1
2505167;19.06.2024;0;0;1
2505036;19.06.2024;0;0;4
2504654;19.06.2024;0;0;8
2504349;19.06.2024;0;0;2
2504031;19.06.2024;0;0;2
2503884;19.06.2024;0;0;4
2503446;19.06.2024;0;0;1
2503076;19.06.2024;0;0;1
2503025;19.06.2024;0;0;1
2502923;19.06.2024;0;0;3
2502867;19.06.2024;0;0;1
2502835;19.06.2024;0;0;1
2502679;19.06.2024;0;0;1
2501574;19.06.2024;0;0;4
2501377;19.06.2024;0;0;2
2501352;19.06.2024;0;0;2
2500282;19.06.2024;0;0;3
2500263;19.06.2024;0;0;3
2500135;19.06.2024;0;0;2
2498928;19.06.2024;0;0;1
2498746;19.06.2024;0;0;3
2498621;19.06.2024;0;0;1
2498390;19.06.2024;0;0;1
2498332;19.06.2024;0;0;1
2497553;19.06.2024;0;0;3
2496392;19.06.2024;0;0;1
2496238;19.06.2024;0;0;3
2495961;19.06.2024;0;0;1
2495654;19.06.2024;0;0;1
2495559;19.06.2024;0;0;2
2494342;19.06.2024;0;0;3
2493572;19.06.2024;0;0;2
2493407;19.06.2024;0;0;5
2493047;19.06.2024;0;0;2
2493044;19.06.2024;0;0;1
2492703;19.06.2024;0;0;1
2492286;19.06.2024;0;0;2
2492124;19.06.2024;0;0;3
2492040;19.06.2024;0;0;1
2490227;19.06.2024;0;0;1
2489870;19.06.2024;0;0;1
2489059;19.06.2024;0;0;4
2488960;19.06.2024;0;0;1
2488714;19.06.2024;0;0;3
2488695;19.06.2024;0;0;4
2488157;19.06.2024;0;0;2
2487400;19.06.2024;0;1;1
2487281;19.06.2024;0;0;2
2486970;19.06.2024;0;0;1
2486351;19.06.2024;0;0;1
2485768;19.06.2024;0;0;4
2485377;19.06.2024;0;0;1
2484998;19.06.2024;0;0;1
2484943;19.06.2024;0;0;2
2483311;19.06.2024;0;0;1
2483182;19.06.2024;0;0;1
2482627;19.06.2024;0;0;2
