client_id;dt;total_add_count;total_click_count;total_view_count
847640555;19.06.2024;2;1;1
847067231;19.06.2024;2;0;6
846819216;19.06.2024;2;0;2
846662616;19.06.2024;2;0;0
846268779;19.06.2024;2;0;4
846044577;19.06.2024;2;1;3
845679903;19.06.2024;2;0;1
845598454;19.06.2024;2;2;4
845178533;19.06.2024;2;0;1
844702393;19.06.2024;2;2;1
844389865;19.06.2024;2;0;3
844064936;19.06.2024;2;3;1
844041515;19.06.2024;2;2;5
843966174;19.06.2024;2;2;6
843856777;19.06.2024;2;1;0
843452498;19.06.2024;2;0;1
842024334;19.06.2024;2;1;2
841640671;19.06.2024;2;2;1
835317271;19.06.2024;2;1;8
834956497;19.06.2024;2;1;1
834367838;19.06.2024;2;0;3
834063765;19.06.2024;2;0;2
833641443;19.06.2024;2;1;3
833491154;19.06.2024;2;1;2
833347247;19.06.2024;2;1;4
832857448;19.06.2024;2;0;5
831252990;19.06.2024;2;1;1
830221578;19.06.2024;2;1;2
829637305;19.06.2024;2;2;4
828937402;19.06.2024;2;1;0
826470652;19.06.2024;2;1;4
825952219;19.06.2024;2;0;4
823768777;19.06.2024;2;1;3
822442590;19.06.2024;2;1;2
821894907;19.06.2024;2;0;1
821769593;19.06.2024;2;1;1
821274462;19.06.2024;2;0;0
821153025;19.06.2024;2;0;2
820698168;19.06.2024;2;1;1
820645153;19.06.2024;2;0;1
820404793;19.06.2024;2;1;5
819812899;19.06.2024;2;1;3
819579478;19.06.2024;2;1;3
819514480;19.06.2024;2;1;0
819502193;19.06.2024;2;2;2
819334327;19.06.2024;2;0;6
819297041;19.06.2024;2;0;2
818214870;19.06.2024;2;0;0
818068444;19.06.2024;2;2;1
817932044;19.06.2024;2;1;5
817727869;19.06.2024;2;1;2
817476327;19.06.2024;2;0;1
817397266;19.06.2024;2;2;1
817197862;19.06.2024;2;1;1
816961103;19.06.2024;2;0;7
816836226;19.06.2024;2;1;1
816821269;19.06.2024;2;0;2
816805130;19.06.2024;2;1;0
816735535;19.06.2024;2;3;7
816628774;19.06.2024;2;0;2
816589402;19.06.2024;2;1;0
816567039;19.06.2024;2;1;4
816554796;19.06.2024;2;0;2
816128501;19.06.2024;2;0;1
816067475;19.06.2024;2;0;2
816066116;19.06.2024;2;0;4
815999585;19.06.2024;2;1;1
815952704;19.06.2024;2;1;0
815835847;19.06.2024;2;1;3
815825275;19.06.2024;2;1;0
815669351;19.06.2024;2;0;0
815568672;19.06.2024;2;1;0
815477832;19.06.2024;2;1;2
815470221;19.06.2024;2;1;0
815066938;19.06.2024;2;0;2
814929220;19.06.2024;2;4;5
814730254;19.06.2024;2;1;1
814689748;19.06.2024;2;0;0
814473991;19.06.2024;2;0;4
814298400;19.06.2024;2;0;3
813964722;19.06.2024;2;2;4
813416149;19.06.2024;2;1;0
813350713;19.06.2024;2;0;6
813304598;19.06.2024;2;1;3
813237093;19.06.2024;2;1;1
813051889;19.06.2024;2;3;3
812952030;19.06.2024;2;1;1
812790955;19.06.2024;2;1;3
812621635;19.06.2024;2;1;1
812600958;19.06.2024;2;2;3
812365976;19.06.2024;2;1;5
812353047;19.06.2024;2;1;4
811999100;19.06.2024;2;1;4
811606991;19.06.2024;2;1;3
811555306;19.06.2024;2;1;2
811399881;19.06.2024;2;1;0
811192215;19.06.2024;2;0;1
810755339;19.06.2024;2;0;0
810714605;19.06.2024;2;0;3
810714518;19.06.2024;2;4;3
810686883;19.06.2024;2;0;1
810576037;19.06.2024;2;0;3
810482095;19.06.2024;2;1;0
809745404;19.06.2024;2;0;2
809318293;19.06.2024;2;1;0
808919576;19.06.2024;2;0;0
808746875;19.06.2024;2;2;2
808739521;19.06.2024;2;0;2
808389505;19.06.2024;2;1;5
808220386;19.06.2024;2;1;2
807998281;19.06.2024;2;1;3
807826946;19.06.2024;2;0;3
807755969;19.06.2024;2;1;3
807746253;19.06.2024;2;0;0
807577683;19.06.2024;2;3;7
806860666;19.06.2024;2;1;2
806708502;19.06.2024;2;0;0
806660746;19.06.2024;2;1;2
806426665;19.06.2024;2;1;1
806035613;19.06.2024;2;1;3
805628619;19.06.2024;2;1;3
801251923;19.06.2024;2;0;4
797217743;19.06.2024;2;0;4
792677379;19.06.2024;2;2;4
766769693;19.06.2024;2;0;2
761860141;19.06.2024;2;1;0
761038229;19.06.2024;2;1;3
753816845;19.06.2024;2;2;2
749423160;19.06.2024;2;1;1
748504285;19.06.2024;2;0;3
748346288;19.06.2024;2;2;3
745361807;19.06.2024;2;0;3
745077730;19.06.2024;2;0;1
744178837;19.06.2024;2;0;4
739847677;19.06.2024;2;2;2
734862713;19.06.2024;2;2;1
734559191;19.06.2024;2;0;10
734323465;19.06.2024;2;1;5
733927144;19.06.2024;2;0;3
733217257;19.06.2024;2;0;0
731329876;19.06.2024;2;1;0
729084290;19.06.2024;2;0;0
728899085;19.06.2024;2;1;1
727982911;19.06.2024;2;0;0
727180333;19.06.2024;2;1;0
727128509;19.06.2024;2;1;2
727127090;19.06.2024;2;0;6
726824009;19.06.2024;2;1;1
726424792;19.06.2024;2;1;2
725955734;19.06.2024;2;2;1
724040600;19.06.2024;2;2;1
721533585;19.06.2024;2;1;2
720598147;19.06.2024;2;1;0
719008050;19.06.2024;2;0;4
718385667;19.06.2024;2;0;1
718314199;19.06.2024;2;0;0
718013884;19.06.2024;2;2;6
718004688;19.06.2024;2;0;5
717893564;19.06.2024;2;1;1
716926258;19.06.2024;2;0;0
716172372;19.06.2024;2;0;2
714789600;19.06.2024;2;2;1
714545448;19.06.2024;2;0;0
713568027;19.06.2024;2;2;4
711655168;19.06.2024;2;2;1
711572771;19.06.2024;2;0;0
710871952;19.06.2024;2;1;6
710786613;19.06.2024;2;0;5
710650116;19.06.2024;2;1;2
710523640;19.06.2024;2;1;0
709678626;19.06.2024;2;0;4
709513097;19.06.2024;2;1;3
709032035;19.06.2024;2;0;2
706703690;19.06.2024;2;1;0
706235108;19.06.2024;2;0;1
705255712;19.06.2024;2;1;1
704576756;19.06.2024;2;1;1
703764673;19.06.2024;2;0;3
703750865;19.06.2024;2;0;0
703543260;19.06.2024;2;1;5
701825436;19.06.2024;2;0;2
701613321;19.06.2024;2;0;2
699060105;19.06.2024;2;0;1
698236566;19.06.2024;2;1;1
698038181;19.06.2024;2;2;3
697271491;19.06.2024;2;1;0
696599247;19.06.2024;2;1;2
696497494;19.06.2024;2;1;4
696482852;19.06.2024;2;0;0
696404361;19.06.2024;2;1;2
696402075;19.06.2024;2;0;2
696323432;19.06.2024;2;1;2
696278065;19.06.2024;2;0;6
696186193;19.06.2024;2;2;13
696171529;19.06.2024;2;1;6
696150281;19.06.2024;2;1;2
696043220;19.06.2024;2;3;2
696013202;19.06.2024;2;2;1
695258802;19.06.2024;2;0;1
694696175;19.06.2024;2;0;2
694517498;19.06.2024;2;0;1
694463236;19.06.2024;2;0;3
694064154;19.06.2024;2;3;1
693953102;19.06.2024;2;1;1
693939080;19.06.2024;2;0;3
693676759;19.06.2024;2;1;2
693556938;19.06.2024;2;0;4
693452118;19.06.2024;2;1;3
693302619;19.06.2024;2;2;3
693270618;19.06.2024;2;0;5
693233235;19.06.2024;2;1;4
693177240;19.06.2024;2;0;6
693150042;19.06.2024;2;0;0
693016201;19.06.2024;2;1;2
692842843;19.06.2024;2;0;4
692829570;19.06.2024;2;1;5
692706414;19.06.2024;2;1;0
692412498;19.06.2024;2;0;3
692277245;19.06.2024;2;0;4
691752732;19.06.2024;2;1;1
691610709;19.06.2024;2;1;1
691579134;19.06.2024;2;3;2
691566245;19.06.2024;2;2;1
691545457;19.06.2024;2;1;2
691417802;19.06.2024;2;1;0
691401793;19.06.2024;2;0;1
691369609;19.06.2024;2;0;0
691361271;19.06.2024;2;0;3
691050736;19.06.2024;2;1;4
690816376;19.06.2024;2;1;5
690735087;19.06.2024;2;2;3
690675602;19.06.2024;2;2;2
690611677;19.06.2024;2;2;1
690329638;19.06.2024;2;1;3
690213430;19.06.2024;2;0;3
689964966;19.06.2024;2;3;1
689803093;19.06.2024;2;1;7
689786308;19.06.2024;2;0;1
689786077;19.06.2024;2;1;0
689717315;19.06.2024;2;0;0
689672300;19.06.2024;2;0;0
689653715;19.06.2024;2;1;0
689533219;19.06.2024;2;1;2
689513931;19.06.2024;2;0;5
689471513;19.06.2024;2;0;3
689443544;19.06.2024;2;1;1
689361061;19.06.2024;2;1;3
689267044;19.06.2024;2;0;0
689216578;19.06.2024;2;1;1
689148983;19.06.2024;2;0;4
689144263;19.06.2024;2;1;2
688818096;19.06.2024;2;0;3
688749412;19.06.2024;2;4;5
688657414;19.06.2024;2;5;11
688640050;19.06.2024;2;1;2
688615118;19.06.2024;2;1;5
688582703;19.06.2024;2;1;1
688492157;19.06.2024;2;0;2
688393175;19.06.2024;2;3;4
688161756;19.06.2024;2;0;4
688156745;19.06.2024;2;1;6
688060918;19.06.2024;2;1;1
687978231;19.06.2024;2;1;3
687947485;19.06.2024;2;0;2
687740056;19.06.2024;2;2;2
687610504;19.06.2024;2;0;2
687607231;19.06.2024;2;0;4
687599473;19.06.2024;2;1;6
687545918;19.06.2024;2;0;0
687369394;19.06.2024;2;1;1
687242428;19.06.2024;2;1;3
687079849;19.06.2024;2;0;5
687076355;19.06.2024;2;1;5
687017714;19.06.2024;2;0;1
686895085;19.06.2024;2;1;3
686751503;19.06.2024;2;1;0
686567508;19.06.2024;2;2;2
686454619;19.06.2024;2;2;3
686371074;19.06.2024;2;2;0
686266729;19.06.2024;2;0;1
686255912;19.06.2024;2;0;5
686087941;19.06.2024;2;1;3
685884679;19.06.2024;2;1;2
685868234;19.06.2024;2;2;0
685849718;19.06.2024;2;2;9
685833186;19.06.2024;2;1;4
685818907;19.06.2024;2;2;1
685698678;19.06.2024;2;1;3
685630402;19.06.2024;2;0;1
685524048;19.06.2024;2;1;5
685421448;19.06.2024;2;1;1
685169333;19.06.2024;2;0;2
685134044;19.06.2024;2;1;0
685121309;19.06.2024;2;1;5
685088126;19.06.2024;2;0;1
685061674;19.06.2024;2;1;1
684828867;19.06.2024;2;0;2
684805991;19.06.2024;2;0;4
684805159;19.06.2024;2;1;3
684769319;19.06.2024;2;1;3
684740036;19.06.2024;2;3;6
684628052;19.06.2024;2;1;5
684451393;19.06.2024;2;3;2
684387882;19.06.2024;2;0;0
684372508;19.06.2024;2;1;5
684359298;19.06.2024;2;1;2
684349741;19.06.2024;2;1;1
684264404;19.06.2024;2;0;3
684232741;19.06.2024;2;2;1
684215448;19.06.2024;2;1;2
684214729;19.06.2024;2;1;3
684103497;19.06.2024;2;1;1
684015244;19.06.2024;2;1;3
683988214;19.06.2024;2;1;0
683983893;19.06.2024;2;2;4
683972320;19.06.2024;2;0;4
683831722;19.06.2024;2;1;2
683694635;19.06.2024;2;1;1
683587509;19.06.2024;2;1;2
683419634;19.06.2024;2;0;5
683317834;19.06.2024;2;0;0
683268659;19.06.2024;2;1;1
683233228;19.06.2024;2;0;0
683174717;19.06.2024;2;1;0
683119617;19.06.2024;2;4;2
683111720;19.06.2024;2;1;1
683109691;19.06.2024;2;1;5
683063509;19.06.2024;2;1;3
683055080;19.06.2024;2;1;1
682993290;19.06.2024;2;1;2
682946891;19.06.2024;2;0;2
682946546;19.06.2024;2;1;3
682933046;19.06.2024;2;2;2
682868682;19.06.2024;2;2;0
682867243;19.06.2024;2;1;5
682816473;19.06.2024;2;1;1
682795908;19.06.2024;2;1;3
682785914;19.06.2024;2;0;2
682780784;19.06.2024;2;0;2
682709637;19.06.2024;2;0;3
682643856;19.06.2024;2;1;2
682608665;19.06.2024;2;1;0
682513503;19.06.2024;2;1;1
682327050;19.06.2024;2;2;2
682321785;19.06.2024;2;1;1
682182221;19.06.2024;2;3;1
682158790;19.06.2024;2;1;2
682101954;19.06.2024;2;1;2
682090043;19.06.2024;2;0;6
682070537;19.06.2024;2;2;4
681952165;19.06.2024;2;1;2
681903959;19.06.2024;2;2;4
681888124;19.06.2024;2;0;0
681772782;19.06.2024;2;0;3
681715581;19.06.2024;2;0;4
681683020;19.06.2024;2;1;6
681601137;19.06.2024;2;3;3
681511402;19.06.2024;2;2;7
681476061;19.06.2024;2;3;2
681467397;19.06.2024;2;2;1
681434129;19.06.2024;2;1;0
681421301;19.06.2024;2;2;3
681403775;19.06.2024;2;0;2
681403135;19.06.2024;2;0;2
681382309;19.06.2024;2;1;3
681374220;19.06.2024;2;0;1
681354911;19.06.2024;2;2;2
681352258;19.06.2024;2;0;1
681169382;19.06.2024;2;0;4
681073615;19.06.2024;2;2;4
680816349;19.06.2024;2;0;2
680589486;19.06.2024;2;1;2
680386796;19.06.2024;2;0;0
680386785;19.06.2024;2;2;5
680368388;19.06.2024;2;1;2
680302632;19.06.2024;2;0;3
680199872;19.06.2024;2;1;3
680134803;19.06.2024;2;0;1
680107319;19.06.2024;2;2;1
680105092;19.06.2024;2;0;2
680091803;19.06.2024;2;1;1
680057689;19.06.2024;2;1;1
680042876;19.06.2024;2;3;1
680030456;19.06.2024;2;1;0
680008159;19.06.2024;2;0;7
679992526;19.06.2024;2;0;0
679955841;19.06.2024;2;0;4
679943095;19.06.2024;2;1;3
679840207;19.06.2024;2;1;3
679829540;19.06.2024;2;1;0
679785522;19.06.2024;2;0;0
679691096;19.06.2024;2;1;4
679686223;19.06.2024;2;1;3
679546724;19.06.2024;2;1;7
679538240;19.06.2024;2;1;3
679376232;19.06.2024;2;1;1
679361290;19.06.2024;2;0;5
679336656;19.06.2024;2;1;1
679323771;19.06.2024;2;1;1
679285606;19.06.2024;2;0;1
679276354;19.06.2024;2;1;10
679137570;19.06.2024;2;1;3
679067024;19.06.2024;2;1;1
679059428;19.06.2024;2;4;4
679045633;19.06.2024;2;1;4
678955864;19.06.2024;2;2;3
678934897;19.06.2024;2;1;8
678930133;19.06.2024;2;1;3
678922188;19.06.2024;2;0;2
678864954;19.06.2024;2;2;7
678855431;19.06.2024;2;1;4
678847600;19.06.2024;2;0;5
678743054;19.06.2024;2;0;1
678710979;19.06.2024;2;1;1
678665799;19.06.2024;2;0;2
678611907;19.06.2024;2;1;7
678607920;19.06.2024;2;1;1
678590514;19.06.2024;2;1;4
678507224;19.06.2024;2;2;4
678480848;19.06.2024;2;1;1
678479486;19.06.2024;2;1;2
678217180;19.06.2024;2;2;7
678198566;19.06.2024;2;2;0
678194996;19.06.2024;2;1;0
678138644;19.06.2024;2;1;3
678113957;19.06.2024;2;0;1
678106009;19.06.2024;2;1;5
678077275;19.06.2024;2;0;3
678027516;19.06.2024;2;1;1
678024110;19.06.2024;2;0;6
678002510;19.06.2024;2;0;1
677993428;19.06.2024;2;0;4
677991815;19.06.2024;2;0;3
677971299;19.06.2024;2;2;1
677961923;19.06.2024;2;0;4
677918832;19.06.2024;2;1;1
677902149;19.06.2024;2;1;1
677896882;19.06.2024;2;0;2
677886315;19.06.2024;2;0;4
677879970;19.06.2024;2;3;6
677806451;19.06.2024;2;0;1
677761561;19.06.2024;2;0;4
677757605;19.06.2024;2;1;1
677753563;19.06.2024;2;3;3
677746159;19.06.2024;2;1;6
677735483;19.06.2024;2;1;1
677724776;19.06.2024;2;0;3
677701280;19.06.2024;2;1;4
677628456;19.06.2024;2;0;4
677620302;19.06.2024;2;3;6
677618099;19.06.2024;2;1;0
677596016;19.06.2024;2;1;4
677592622;19.06.2024;2;1;3
677581433;19.06.2024;2;2;2
677539123;19.06.2024;2;2;1
677517456;19.06.2024;2;1;2
677480738;19.06.2024;2;2;3
677476658;19.06.2024;2;1;2
677448224;19.06.2024;2;0;1
677347490;19.06.2024;2;1;1
677324497;19.06.2024;2;0;4
677323418;19.06.2024;2;1;1
677253127;19.06.2024;2;2;4
677251296;19.06.2024;2;1;0
677226734;19.06.2024;2;1;1
677217120;19.06.2024;2;3;3
677209124;19.06.2024;2;2;2
677206662;19.06.2024;2;0;1
677158537;19.06.2024;2;1;3
677112002;19.06.2024;2;1;4
677067302;19.06.2024;2;1;2
677053512;19.06.2024;2;3;4
677028548;19.06.2024;2;1;1
677024562;19.06.2024;2;0;1
677001572;19.06.2024;2;0;2
676994785;19.06.2024;2;0;2
676942092;19.06.2024;2;1;1
676940201;19.06.2024;2;2;4
676915360;19.06.2024;2;0;5
676879640;19.06.2024;2;1;1
676872926;19.06.2024;2;0;2
676849360;19.06.2024;2;0;0
676833268;19.06.2024;2;0;4
676822210;19.06.2024;2;1;1
676796550;19.06.2024;2;1;2
676785361;19.06.2024;2;4;2
676777791;19.06.2024;2;0;2
676739107;19.06.2024;2;1;3
676624751;19.06.2024;2;1;4
676624639;19.06.2024;2;3;4
676612539;19.06.2024;2;2;7
676587564;19.06.2024;2;1;1
676518242;19.06.2024;2;1;5
676515236;19.06.2024;2;0;4
676511297;19.06.2024;2;0;1
676412913;19.06.2024;2;0;1
676391840;19.06.2024;2;1;6
676296317;19.06.2024;2;0;4
676287221;19.06.2024;2;2;4
676285043;19.06.2024;2;1;2
676258251;19.06.2024;2;0;3
676251088;19.06.2024;2;0;1
676213831;19.06.2024;2;0;4
676206613;19.06.2024;2;0;0
676206084;19.06.2024;2;1;1
676185290;19.06.2024;2;0;3
676128027;19.06.2024;2;0;0
676127062;19.06.2024;2;1;3
676120019;19.06.2024;2;1;2
676105683;19.06.2024;2;0;5
676097394;19.06.2024;2;2;1
676082565;19.06.2024;2;0;1
676069831;19.06.2024;2;0;0
676005852;19.06.2024;2;1;2
675987881;19.06.2024;2;1;4
675984428;19.06.2024;2;1;3
675976246;19.06.2024;2;0;3
675971693;19.06.2024;2;0;0
675968620;19.06.2024;2;0;1
675914193;19.06.2024;2;0;3
675910165;19.06.2024;2;0;0
675897773;19.06.2024;2;0;6
675896284;19.06.2024;2;0;0
675883452;19.06.2024;2;0;0
675848864;19.06.2024;2;0;0
675831582;19.06.2024;2;0;6
675830347;19.06.2024;2;0;2
675827252;19.06.2024;2;1;1
675801867;19.06.2024;2;0;3
675799512;19.06.2024;2;1;1
675741904;19.06.2024;2;1;1
675741390;19.06.2024;2;2;4
675731838;19.06.2024;2;0;2
675723335;19.06.2024;2;1;2
675676677;19.06.2024;2;0;2
675651641;19.06.2024;2;1;5
675624333;19.06.2024;2;0;6
675624256;19.06.2024;2;1;2
675571415;19.06.2024;2;0;2
675555849;19.06.2024;2;1;1
675541113;19.06.2024;2;2;1
675538952;19.06.2024;2;1;3
675537904;19.06.2024;2;1;1
675461824;19.06.2024;2;1;9
675437229;19.06.2024;2;1;4
675412311;19.06.2024;2;2;3
675411619;19.06.2024;2;1;1
675399214;19.06.2024;2;0;0
675358439;19.06.2024;2;0;0
675323229;19.06.2024;2;0;0
675221682;19.06.2024;2;1;3
675179998;19.06.2024;2;2;2
675092856;19.06.2024;2;1;4
675062165;19.06.2024;2;1;1
675028803;19.06.2024;2;1;3
674891615;19.06.2024;2;1;2
674868156;19.06.2024;2;1;2
674717642;19.06.2024;2;2;2
674684674;19.06.2024;2;1;0
674671041;19.06.2024;2;1;1
674594664;19.06.2024;2;1;4
674511201;19.06.2024;2;1;1
674501592;19.06.2024;2;1;0
674461920;19.06.2024;2;1;1
674433218;19.06.2024;2;0;3
674425511;19.06.2024;2;1;2
674381211;19.06.2024;2;1;0
674316079;19.06.2024;2;0;0
674310625;19.06.2024;2;0;1
674298213;19.06.2024;2;0;0
674249894;19.06.2024;2;0;2
673924657;19.06.2024;2;0;2
673751481;19.06.2024;2;1;3
673618362;19.06.2024;2;2;2
673494334;19.06.2024;2;1;2
673489975;19.06.2024;2;0;1
673477523;19.06.2024;2;3;1
673468818;19.06.2024;2;1;7
673238834;19.06.2024;2;1;1
673223908;19.06.2024;2;0;3
673099043;19.06.2024;2;1;1
673075231;19.06.2024;2;1;4
672914541;19.06.2024;2;1;0
672855794;19.06.2024;2;0;1
672473018;19.06.2024;2;0;0
672385766;19.06.2024;2;1;1
672270392;19.06.2024;2;1;0
672262427;19.06.2024;2;0;2
672204296;19.06.2024;2;1;1
672069082;19.06.2024;2;2;5
672051115;19.06.2024;2;1;3
671975617;19.06.2024;2;0;7
671963423;19.06.2024;2;0;0
671950820;19.06.2024;2;5;2
671900878;19.06.2024;2;1;3
671896900;19.06.2024;2;0;2
671880826;19.06.2024;2;0;7
671842599;19.06.2024;2;1;1
671778241;19.06.2024;2;0;1
671766101;19.06.2024;2;0;1
671638949;19.06.2024;2;0;2
671622589;19.06.2024;2;0;2
671596829;19.06.2024;2;1;4
671495499;19.06.2024;2;1;4
671351754;19.06.2024;2;1;7
671207595;19.06.2024;2;2;1
671095415;19.06.2024;2;1;3
670939239;19.06.2024;2;0;1
670938069;19.06.2024;2;0;0
670867815;19.06.2024;2;1;1
670789726;19.06.2024;2;0;0
670688767;19.06.2024;2;2;3
670641524;19.06.2024;2;0;1
670533695;19.06.2024;2;0;3
670477203;19.06.2024;2;0;8
670385092;19.06.2024;2;1;0
670378591;19.06.2024;2;0;2
670300545;19.06.2024;2;0;1
669950714;19.06.2024;2;1;0
669875871;19.06.2024;2;1;4
669832278;19.06.2024;2;0;1
669766977;19.06.2024;2;1;1
669744930;19.06.2024;2;0;7
669698635;19.06.2024;2;1;4
669654378;19.06.2024;2;1;2
669534164;19.06.2024;2;1;2
669534016;19.06.2024;2;0;0
669433117;19.06.2024;2;1;5
669374021;19.06.2024;2;2;0
669340984;19.06.2024;2;1;5
669334809;19.06.2024;2;2;3
669306314;19.06.2024;2;2;2
669225256;19.06.2024;2;1;7
669097303;19.06.2024;2;4;1
669065561;19.06.2024;2;0;3
669056612;19.06.2024;2;1;2
668988413;19.06.2024;2;1;7
668951380;19.06.2024;2;1;6
668911507;19.06.2024;2;1;3
668839729;19.06.2024;2;1;2
668793598;19.06.2024;2;1;4
668746988;19.06.2024;2;0;6
668677980;19.06.2024;2;2;7
668561084;19.06.2024;2;0;0
668551699;19.06.2024;2;0;3
668491731;19.06.2024;2;0;6
668488255;19.06.2024;2;1;3
668487163;19.06.2024;2;1;2
668414365;19.06.2024;2;0;3
668390553;19.06.2024;2;0;1
668335042;19.06.2024;2;0;2
663162297;19.06.2024;2;4;3
657100710;19.06.2024;2;2;4
656623734;19.06.2024;2;1;4
652426926;19.06.2024;2;3;11
644727120;19.06.2024;2;0;4
644429246;19.06.2024;2;1;4
638307369;19.06.2024;2;0;6
633505190;19.06.2024;2;2;0
622731725;19.06.2024;2;3;2
618039668;19.06.2024;2;2;5
616944303;19.06.2024;2;1;3
615273768;19.06.2024;2;0;3
611762198;19.06.2024;2;0;4
608590013;19.06.2024;2;0;0
606208666;19.06.2024;2;1;1
605137479;19.06.2024;2;1;1
601564494;19.06.2024;2;2;0
601542021;19.06.2024;2;0;3
601446759;19.06.2024;2;2;6
599899820;19.06.2024;2;2;1
596397141;19.06.2024;2;1;4
595128434;19.06.2024;2;0;1
591948970;19.06.2024;2;1;5
587185843;19.06.2024;2;0;0
584439078;19.06.2024;2;3;6
583755942;19.06.2024;2;0;3
580866889;19.06.2024;2;1;4
573660686;19.06.2024;2;0;0
567590678;19.06.2024;2;0;0
563298932;19.06.2024;2;1;2
557456472;19.06.2024;2;1;3
557403549;19.06.2024;2;0;0
557391635;19.06.2024;2;0;3
557278087;19.06.2024;2;0;0
557233766;19.06.2024;2;1;1
557231772;19.06.2024;2;1;3
557136797;19.06.2024;2;0;3
556760277;19.06.2024;2;1;1
556759412;19.06.2024;2;1;2
556710638;19.06.2024;2;5;2
556626094;19.06.2024;2;1;1
556604755;19.06.2024;2;1;2
556304255;19.06.2024;2;1;2
555784834;19.06.2024;2;0;4
555616447;19.06.2024;2;3;2
555372639;19.06.2024;2;1;4
554914026;19.06.2024;2;1;4
554882167;19.06.2024;2;3;1
554318110;19.06.2024;2;0;0
552777835;19.06.2024;2;1;10
552130705;19.06.2024;2;0;4
551635070;19.06.2024;2;0;3
551324797;19.06.2024;2;2;0
551314084;19.06.2024;2;0;3
550989873;19.06.2024;2;0;0
550847958;19.06.2024;2;0;4
550156049;19.06.2024;2;1;3
550049672;19.06.2024;2;1;1
549928998;19.06.2024;2;2;2
549866157;19.06.2024;2;1;2
549735560;19.06.2024;2;2;4
549729921;19.06.2024;2;1;3
549650318;19.06.2024;2;0;4
549646660;19.06.2024;2;1;1
549640348;19.06.2024;2;1;0
549632648;19.06.2024;2;0;4
549548228;19.06.2024;2;1;2
549368928;19.06.2024;2;0;2
549241072;19.06.2024;2;1;5
549152401;19.06.2024;2;1;5
549119893;19.06.2024;2;2;1
549038618;19.06.2024;2;2;6
548995119;19.06.2024;2;0;3
548877486;19.06.2024;2;1;0
548841319;19.06.2024;2;1;2
548824373;19.06.2024;2;0;6
548766998;19.06.2024;2;0;2
548752449;19.06.2024;2;0;3
548602941;19.06.2024;2;0;2
548602818;19.06.2024;2;0;4
548510397;19.06.2024;2;0;1
548492584;19.06.2024;2;1;1
548468361;19.06.2024;2;0;2
548428041;19.06.2024;2;0;3
548417044;19.06.2024;2;2;3
548400805;19.06.2024;2;1;2
548397820;19.06.2024;2;1;0
548285566;19.06.2024;2;1;2
548212034;19.06.2024;2;0;1
548052360;19.06.2024;2;0;1
548048892;19.06.2024;2;0;1
548032011;19.06.2024;2;1;2
548021597;19.06.2024;2;2;1
547983350;19.06.2024;2;0;3
547878002;19.06.2024;2;0;4
547748794;19.06.2024;2;0;4
547578657;19.06.2024;2;3;1
547417904;19.06.2024;2;4;9
547367684;19.06.2024;2;0;3
547249181;19.06.2024;2;0;4
547147342;19.06.2024;2;0;4
547131510;19.06.2024;2;1;0
547095290;19.06.2024;2;0;3
547044298;19.06.2024;2;1;7
546449738;19.06.2024;2;1;1
546393409;19.06.2024;2;1;2
546315706;19.06.2024;2;1;3
546240704;19.06.2024;2;1;0
546223304;19.06.2024;2;1;4
546194411;19.06.2024;2;1;3
546193665;19.06.2024;2;1;3
546187120;19.06.2024;2;1;4
546140855;19.06.2024;2;0;1
546035494;19.06.2024;2;0;2
545849614;19.06.2024;2;0;0
545776252;19.06.2024;2;0;0
545773270;19.06.2024;2;2;1
545764085;19.06.2024;2;0;3
545748245;19.06.2024;2;0;2
545668542;19.06.2024;2;2;5
545607115;19.06.2024;2;1;2
545487003;19.06.2024;2;1;1
545452458;19.06.2024;2;0;4
545360206;19.06.2024;2;4;5
545323893;19.06.2024;2;0;4
545315897;19.06.2024;2;0;0
545246693;19.06.2024;2;1;2
545096207;19.06.2024;2;3;3
545043899;19.06.2024;2;3;1
544914271;19.06.2024;2;3;0
544908862;19.06.2024;2;1;1
544874937;19.06.2024;2;0;0
544816387;19.06.2024;2;0;5
544804987;19.06.2024;2;0;2
544703101;19.06.2024;2;0;5
544672825;19.06.2024;2;1;5
544668821;19.06.2024;2;2;4
544628963;19.06.2024;2;0;2
544623580;19.06.2024;2;0;13
544611794;19.06.2024;2;0;2
544553092;19.06.2024;2;1;5
544534162;19.06.2024;2;3;5
544496956;19.06.2024;2;0;5
544392769;19.06.2024;2;2;2
544294818;19.06.2024;2;0;4
544272012;19.06.2024;2;1;2
544180063;19.06.2024;2;2;0
544061471;19.06.2024;2;0;0
543867710;19.06.2024;2;1;3
543812523;19.06.2024;2;0;3
543776621;19.06.2024;2;7;3
543636982;19.06.2024;2;2;9
543592390;19.06.2024;2;2;2
543589426;19.06.2024;2;3;2
543473447;19.06.2024;2;3;8
543465136;19.06.2024;2;3;5
543463252;19.06.2024;2;0;0
543459815;19.06.2024;2;3;2
543425275;19.06.2024;2;0;4
543395976;19.06.2024;2;1;2
543378685;19.06.2024;2;0;3
543325183;19.06.2024;2;1;3
543324980;19.06.2024;2;0;1
543247694;19.06.2024;2;0;4
543233677;19.06.2024;2;0;3
543157650;19.06.2024;2;0;0
543045870;19.06.2024;2;1;1
542953166;19.06.2024;2;1;1
542912592;19.06.2024;2;0;2
542886409;19.06.2024;2;1;2
542869879;19.06.2024;2;0;2
